,Feature,Importance
17,Expanding_Mean,0.07793616
14,Long_EMA,0.017224263
15,Close_Cubed,0.008425287
8,EMA,0.008330362
16,Close_Inverse,0.008284672
3,Moving_Average_3,0.0075103072
7,Upper_Band,0.0072392374
5,Close_Squared,0.0071088052
1,Cumulative_Returns,0.006291942
13,Lower_Band,0.004476215
12,Moving_Average_15,0.004305742
11,Moving_Average_10,0.004086355
4,Moving_Average_5,0.0034316778
2,Square_Root_Close,0.003357922
10,Rolling_Mean,0.0032952204
0,Close,0.0026618112
6,Log_Close,0.002594635
9,Short_EMA,0.0011752562
