,Feature,Importance
17,Expanding_Mean,0.09394795
6,Close_Inverse,0.008779963
5,Close_Cubed,0.0060661216
3,Log_Close,0.0056692436
4,Close_Squared,0.004800382
9,EMA,0.004724684
8,Moving_Average_5,0.0039929627
0,Close,0.0034351896
7,Moving_Average_3,0.0034195583
16,Long_EMA,0.0032217365
14,Moving_Average_15,0.0028930206
10,Short_EMA,0.0028373396
13,Moving_Average_10,0.001785884
12,Rolling_Mean,0.0015530243
11,Lower_Band,0.0014007508
15,Upper_Band,0.0013968879
1,Cumulative_Returns,0.0012470805
2,Square_Root_Close,0.00097076816
