,Feature,Importance
17,Expanding_Mean,0.09333871
8,Moving_Average_5,0.009198896
2,Square_Root_Close,0.007080377
0,Close,0.0064313486
15,Long_EMA,0.0052463417
11,Short_EMA,0.005120789
9,EMA,0.0050802506
12,Rolling_Mean,0.0047498923
14,Moving_Average_15,0.0045258645
7,Close_Cubed,0.0039807362
13,Moving_Average_10,0.0036064968
10,Upper_Band,0.0034821387
16,Lower_Band,0.0031762682
1,Cumulative_Returns,0.002811417
5,Moving_Average_3,0.002687818
4,Close_Squared,0.0022038233
6,Close_Inverse,0.002125422
3,Log_Close,0.0021127337
