,Feature,Importance
16,Expanding_Mean,0.095198855
10,Rolling_Mean,0.0076808287
11,Moving_Average_10,0.0073974906
2,Square_Root_Close,0.0053676357
5,Close_Inverse,0.0047368663
3,Log_Close,0.0046442766
4,Close_Squared,0.0044589043
8,EMA,0.0037000831
6,Moving_Average_3,0.0032369443
15,Long_EMA,0.003103061
14,Lower_Band,0.0023794924
12,Upper_Band,0.0022455293
0,Close,0.0020782046
13,Moving_Average_15,0.0015814524
1,Cumulative_Returns,0.00081309985
9,Short_EMA,0.00071034755
7,Moving_Average_5,0.00040202885
