,Feature,Importance
17,Expanding_Mean,0.09568801
1,Cumulative_Returns,0.008673316
0,Close,0.008277668
6,Close_Inverse,0.0075780777
11,Rolling_Mean,0.0069045825
16,Long_EMA,0.005402346
9,EMA,0.0052574133
15,Moving_Average_15,0.005066405
3,Log_Close,0.003184862
8,Moving_Average_5,0.0031384614
12,Moving_Average_10,0.0023456186
14,Lower_Band,0.0023094069
4,Close_Squared,0.0020701606
10,Short_EMA,0.0015853029
7,Moving_Average_3,0.0015368331
13,Upper_Band,0.0013520288
5,Close_Cubed,0.0009808574
2,Square_Root_Close,0.00091808534
