,Close
Cumulative_Returns,1.0000000000000004
Close,1.0
Square_Root_Close,0.9994503953946006
Close_Squared,0.9979822065492809
Log_Close,0.9978464410256374
Close_Cubed,0.9924243168112193
Close_Inverse,0.9905713134043949
Moving_Average_3,0.9901815502454698
Moving_Average_5,0.9784498377757577
EMA,0.9642508725739755
Short_EMA,0.9549442651293326
Lower_Band,0.9546499306652526
Rolling_Mean,0.9509422060414906
Moving_Average_10,0.9509422060414906
Moving_Average_15,0.9213235268557107
Upper_Band,0.8968978157894827
Long_EMA,0.8830242643280477
Price_RoC_60,0.7436302918886019
Price_RoC_45,0.6944752057468913
Signal_Line,0.6481503111586115
MACD,0.5913870004557082
Price_RoC_30,0.5152981610843157
RS,0.3268456032086709
Price_RoC_15,0.32321488490211503
RSI,0.29531594956818297
Price_RoC_12,0.2913672720088385
Std_Dev_RoC_10,0.26989258215699735
Price_RoC_10,0.2666727383067267
Expanding_Mean,0.25983850507279266
Price_RoC_7,0.21861751196950485
Price_RoC_5,0.18872399679078014
Z_Score,0.17847534739116894
Price_RoC_3,0.14598780681256812
Std_Dev_RoC_5,0.13829521736076716
Gain,0.09027150044976041
Log_Returns,0.0793076569627813
Price_Delta,0.07850135442931644
Price_RoC,0.07710858309066417
Rolling_Std,0.04744619961599566
Loss,0.04523869767781354
Cos_Close,0.03253263762325036
Sin_Close,0.02820408135861591
Tan_Close,0.020926118521085293
