,Feature,Importance
17,Expanding_Mean,0.094101526
6,Close_Cubed,0.008768026
16,Long_EMA,0.008319673
0,Close,0.005770777
14,Moving_Average_15,0.005215964
2,Square_Root_Close,0.004367641
5,Close_Inverse,0.0038714
1,Cumulative_Returns,0.0031527341
9,EMA,0.0030561883
11,Rolling_Mean,0.0029489032
12,Moving_Average_10,0.002913999
7,Moving_Average_3,0.002728405
3,Log_Close,0.0026762176
13,Lower_Band,0.0019024899
10,Short_EMA,0.0017719626
8,Moving_Average_5,0.0015526552
15,Upper_Band,0.0008862099
4,Close_Squared,0.0008463324
