,Feature,Importance
9,Expanding_Mean,0.08839093
8,Long_EMA,0.015266473
4,Rolling_Mean,0.009817121
3,Short_EMA,0.008647198
2,EMA,0.008233758
6,Moving_Average_15,0.0073396536
1,Square_Root_Close,0.0059175296
0,Moving_Average_5,0.004241769
5,Moving_Average_10,0.003614033
7,Log_Close,0.0033352904
