,Close
Close,1.0
Cumulative_Returns,0.9999999999999998
Square_Root_Close,0.999653106685196
Log_Close,0.9986336474855564
Close_Squared,0.9985925176250569
Close_Inverse,0.9946109026780261
Close_Cubed,0.9943677657298804
Moving_Average_3,0.9888469621103196
Moving_Average_5,0.9811586414444856
EMA,0.9722478033504697
Short_EMA,0.9662039190301258
Rolling_Mean,0.9613187346097684
Moving_Average_10,0.9613187346097684
Upper_Band,0.95716487512089
Moving_Average_15,0.942052490002813
Long_EMA,0.9230042033288771
Lower_Band,0.9161199826609966
Expanding_Mean,0.7358292727375768
MACD,0.611419976492813
Signal_Line,0.5847393913837766
Price_RoC_30,0.5435033819233395
Price_RoC_45,0.47473833263022014
Price_RoC_15,0.44063171075397317
Price_RoC_60,0.3909359769120694
Price_RoC_12,0.39066885928733475
Price_RoC_10,0.36415994890686076
RSI,0.33220997448386125
Price_RoC_7,0.30507276665745886
Price_RoC_5,0.24990509747915768
Z_Score,0.23354489969992187
Price_RoC_3,0.1895587942038987
Rolling_Std,0.18125684941057155
RS,0.15267255371510746
Gain,0.12342300658404907
Price_Delta,0.11316892697701866
Price_RoC,0.11294855637647319
Log_Returns,0.11085356223282221
Cos_Close,0.07745697536684505
Loss,0.05262674739710994
Tan_Close,0.04147035141505919
Std_Dev_RoC_10,0.041337379089844986
Sin_Close,0.033172791755131374
Std_Dev_RoC_5,0.009600068248627365
