,Feature,Importance
16,Expanding_Mean,0.092659526
15,Long_EMA,0.0072739585
1,Close,0.0053627566
13,Upper_Band,0.005125136
14,Moving_Average_15,0.0048839496
0,Cumulative_Returns,0.0046535106
4,Close_Squared,0.0042829784
6,Moving_Average_3,0.003978783
5,Close_Inverse,0.0031312644
8,EMA,0.0030210402
9,Short_EMA,0.0025977618
2,Square_Root_Close,0.0022884153
3,Log_Close,0.001803161
12,Lower_Band,0.0017658265
7,Moving_Average_5,0.0014618526
11,Moving_Average_10,0.0011726168
10,Rolling_Mean,0.0011584598
