Tag,Prediction,Actual,Time,Stock
Prediction,159.11882,165.52000427246094,2024-03-15 04:00:00+00:00,CEG
Prediction,160.43346,164.63999938964844,2024-03-14 04:00:00+00:00,CEG
Test,167.84619140625,179.6269989013672,2024-03-14 04:00:00+00:00,CEG
Test,167.0291290283203,178.60121376009602,2024-03-13 04:00:00+00:00,CEG
Test,166.3096923828125,177.5168490481289,2024-03-12 04:00:00+00:00,CEG
Test,165.57444763183594,176.41739730281938,2024-03-11 04:00:00+00:00,CEG
Test,164.4561004638672,175.3185301269047,2024-03-08 05:00:00+00:00,CEG
Test,163.5317840576172,174.1692265004362,2024-03-07 05:00:00+00:00,CEG
Test,162.6619415283203,172.86482682021378,2024-03-06 05:00:00+00:00,CEG
Test,161.6699981689453,171.551371734613,2024-03-05 05:00:00+00:00,CEG
Test,160.75926208496094,170.28244688654203,2024-03-04 05:00:00+00:00,CEG
Test,159.66209411621094,169.01830828044976,2024-03-01 05:00:00+00:00,CEG
Test,158.55213928222656,167.84557118440586,2024-02-29 05:00:00+00:00,CEG
Test,158.1964111328125,166.69091427845913,2024-02-28 05:00:00+00:00,CEG
Test,158.34683227539062,165.4890828846559,2024-02-27 05:00:00+00:00,CEG
Test,157.7388916015625,164.5318230211455,2024-02-26 05:00:00+00:00,CEG
Test,157.20321655273438,163.94700949210662,2024-02-23 05:00:00+00:00,CEG
Test,156.73789978027344,163.3454082310996,2024-02-22 05:00:00+00:00,CEG
Test,156.18165588378906,162.75002069485623,2024-02-21 05:00:00+00:00,CEG
Test,155.70510864257812,162.184488996755,2024-02-20 05:00:00+00:00,CEG
Test,155.1849822998047,161.6084281835173,2024-02-16 05:00:00+00:00,CEG
Test,154.8263702392578,161.03949419467054,2024-02-15 05:00:00+00:00,CEG
Test,154.4345703125,160.46096723664948,2024-02-14 05:00:00+00:00,CEG
Test,153.92076110839844,159.92724465039285,2024-02-13 05:00:00+00:00,CEG
Test,153.25869750976562,159.403072014637,2024-02-12 05:00:00+00:00,CEG
Test,152.7691192626953,158.8650103189853,2024-02-09 05:00:00+00:00,CEG
Test,152.16976928710938,158.259787550687,2024-02-08 05:00:00+00:00,CEG
Test,151.75759887695312,157.67575083509476,2024-02-07 05:00:00+00:00,CEG
Test,151.40274047851562,157.0566522017209,2024-02-06 05:00:00+00:00,CEG
Test,150.81336975097656,156.4594909654624,2024-02-05 05:00:00+00:00,CEG
Test,150.47900390625,155.92831357064964,2024-02-02 05:00:00+00:00,CEG
Test,150.3676300048828,155.34618247835223,2024-02-01 05:00:00+00:00,CEG
Test,150.0243377685547,154.79692211770978,2024-01-31 05:00:00+00:00,CEG
Test,149.6873321533203,154.343993745298,2024-01-30 05:00:00+00:00,CEG
Test,149.2986297607422,153.89008283397285,2024-01-29 05:00:00+00:00,CEG
Test,148.97921752929688,153.44860705284333,2024-01-26 05:00:00+00:00,CEG
Test,148.82334899902344,152.99939437419098,2024-01-25 05:00:00+00:00,CEG
Test,148.3329315185547,152.56003193349704,2024-01-24 05:00:00+00:00,CEG
Test,148.0655975341797,152.20588526508135,2024-01-23 05:00:00+00:00,CEG
Test,147.91409301757812,151.7944242786895,2024-01-22 05:00:00+00:00,CEG
Test,147.80857849121094,151.40703016397177,2024-01-19 05:00:00+00:00,CEG
Test,147.5286865234375,151.06736122286728,2024-01-18 05:00:00+00:00,CEG
Test,147.28453063964844,150.7810624356943,2024-01-17 05:00:00+00:00,CEG
Test,146.96006774902344,150.48333500013018,2024-01-16 05:00:00+00:00,CEG
Test,146.66677856445312,150.1855137388857,2024-01-12 05:00:00+00:00,CEG
Test,146.20278930664062,149.86515713475103,2024-01-11 05:00:00+00:00,CEG
Test,145.84432983398438,149.54249580684547,2024-01-10 05:00:00+00:00,CEG
Test,145.50209045410156,149.1625866933824,2024-01-09 05:00:00+00:00,CEG
Test,145.22412109375,148.76792624787618,2024-01-08 05:00:00+00:00,CEG
Test,144.96412658691406,148.36023517180072,2024-01-05 05:00:00+00:00,CEG
Test,144.65798950195312,147.96448678938435,2024-01-04 05:00:00+00:00,CEG
Test,144.37489318847656,147.58251809201496,2024-01-03 05:00:00+00:00,CEG
Test,143.99758911132812,147.18841955472027,2024-01-02 05:00:00+00:00,CEG
Test,143.70358276367188,146.80286834627017,2023-12-29 05:00:00+00:00,CEG
Test,143.40704345703125,146.38303238403378,2023-12-28 05:00:00+00:00,CEG
Train,143.1417999267578,145.9558431159025,2023-12-27 05:00:00+00:00,CEG
Train,142.9525146484375,145.51948079959476,2023-12-26 05:00:00+00:00,CEG
Train,142.57980346679688,145.07694299478345,2023-12-22 05:00:00+00:00,CEG
Train,142.3152313232422,144.6746505593003,2023-12-21 05:00:00+00:00,CEG
Train,141.793212890625,144.21113591443608,2023-12-20 05:00:00+00:00,CEG
Train,141.4161834716797,143.76958908604365,2023-12-19 05:00:00+00:00,CEG
Train,141.03550720214844,143.249923303946,2023-12-18 05:00:00+00:00,CEG
Train,140.77105712890625,142.75492672822975,2023-12-15 05:00:00+00:00,CEG
Train,140.3497314453125,142.26823017693303,2023-12-14 05:00:00+00:00,CEG
Train,140.01400756835938,141.84047805418618,2023-12-13 05:00:00+00:00,CEG
Train,139.56590270996094,141.39284125353407,2023-12-12 05:00:00+00:00,CEG
Train,139.41165161132812,140.98064169572646,2023-12-11 05:00:00+00:00,CEG
Train,139.0789794921875,140.53181298097837,2023-12-08 05:00:00+00:00,CEG
Train,138.5754852294922,140.17932504182974,2023-12-07 05:00:00+00:00,CEG
Train,137.885009765625,139.83787051701782,2023-12-06 05:00:00+00:00,CEG
Train,137.36575317382812,139.45094804385153,2023-12-05 05:00:00+00:00,CEG
Train,136.81890869140625,138.9448014691302,2023-12-04 05:00:00+00:00,CEG
Train,136.253173828125,138.42211285998707,2023-12-01 05:00:00+00:00,CEG
Train,135.70016479492188,137.8754694229973,2023-11-30 05:00:00+00:00,CEG
Train,134.96932983398438,137.300444125016,2023-11-29 05:00:00+00:00,CEG
Train,134.29885864257812,136.730358901641,2023-11-28 05:00:00+00:00,CEG
Train,133.69471740722656,136.0749327160735,2023-11-27 05:00:00+00:00,CEG
Train,133.10035705566406,135.4005828925814,2023-11-24 05:00:00+00:00,CEG
Train,132.51634216308594,134.7468323069571,2023-11-22 05:00:00+00:00,CEG
Train,131.94374084472656,134.10062783706184,2023-11-21 05:00:00+00:00,CEG
Train,131.3794708251953,133.46481905497114,2023-11-20 05:00:00+00:00,CEG
Train,130.8108367919922,132.82867482669266,2023-11-17 05:00:00+00:00,CEG
Train,130.1763153076172,132.19988802798272,2023-11-16 05:00:00+00:00,CEG
Train,129.39328002929688,131.56631259655623,2023-11-15 05:00:00+00:00,CEG
Train,128.8492889404297,130.92663810531016,2023-11-14 05:00:00+00:00,CEG
Train,128.2174072265625,130.18376440672176,2023-11-13 05:00:00+00:00,CEG
Train,127.62532806396484,129.5387618089555,2023-11-10 05:00:00+00:00,CEG
Train,126.9527359008789,128.88722699458822,2023-11-09 05:00:00+00:00,CEG
Train,126.27759552001953,128.25510722032058,2023-11-08 05:00:00+00:00,CEG
Train,125.41514587402344,127.6055258575142,2023-11-07 05:00:00+00:00,CEG
