Tag,Prediction,Actual,Time,Stock
Prediction,126.036354,130.4600067138672,2024-03-15 04:00:00+00:00,DXCM
Prediction,127.5675,129.5,2024-03-14 04:00:00+00:00,DXCM
Test,99.43408966064453,98.41280251345914,2024-03-14 04:00:00+00:00,DXCM
Test,99.18773651123047,97.98190848827636,2024-03-13 04:00:00+00:00,DXCM
Test,98.43885803222656,97.48746502064671,2024-03-12 04:00:00+00:00,DXCM
Test,98.03900146484375,96.88630880763493,2024-03-11 04:00:00+00:00,DXCM
Test,97.29459381103516,96.34710599649526,2024-03-08 05:00:00+00:00,DXCM
Test,96.64034271240234,95.74222319562101,2024-03-07 05:00:00+00:00,DXCM
Test,95.4168930053711,95.19033299567083,2024-03-06 05:00:00+00:00,DXCM
Test,95.19739532470703,94.62132655053263,2024-03-05 05:00:00+00:00,DXCM
Test,94.83202362060547,94.38838029506192,2024-03-04 05:00:00+00:00,DXCM
Test,94.23477172851562,94.13910455526413,2024-03-01 05:00:00+00:00,DXCM
Test,94.19903564453125,93.90426476321952,2024-02-29 05:00:00+00:00,DXCM
Test,94.28968048095703,93.85950182139861,2024-02-28 05:00:00+00:00,DXCM
Test,94.32726287841797,93.83894395204733,2024-02-27 05:00:00+00:00,DXCM
Test,94.24627685546875,93.78645248296354,2024-02-26 05:00:00+00:00,DXCM
Test,94.19831848144531,93.70896724346642,2024-02-23 05:00:00+00:00,DXCM
Test,94.00812530517578,93.6283582825306,2024-02-22 05:00:00+00:00,DXCM
Test,93.97270202636719,93.51102314755336,2024-02-21 05:00:00+00:00,DXCM
Test,93.7970962524414,93.4254291473991,2024-02-20 05:00:00+00:00,DXCM
Test,93.69169616699219,93.2957819699218,2024-02-16 05:00:00+00:00,DXCM
Test,93.49563598632812,93.18945433934684,2024-02-15 05:00:00+00:00,DXCM
Test,93.39668273925781,93.06349155487744,2024-02-14 05:00:00+00:00,DXCM
Test,93.39891815185547,92.9645891849689,2024-02-13 05:00:00+00:00,DXCM
Test,93.43782043457031,92.85668996755366,2024-02-12 05:00:00+00:00,DXCM
Test,93.59762573242188,92.70654070218492,2024-02-09 05:00:00+00:00,DXCM
Test,93.1152114868164,92.49393128489181,2024-02-08 05:00:00+00:00,DXCM
Test,92.54328155517578,92.08197892150577,2024-02-07 05:00:00+00:00,DXCM
Test,91.96404266357422,91.68052206205999,2024-02-06 05:00:00+00:00,DXCM
Test,91.67935180664062,91.32751944438068,2024-02-05 05:00:00+00:00,DXCM
Test,91.43807220458984,91.08423447121181,2024-02-02 05:00:00+00:00,DXCM
Test,91.04788970947266,90.84752082195986,2024-02-01 05:00:00+00:00,DXCM
Test,90.7554931640625,90.55901381164223,2024-01-31 05:00:00+00:00,DXCM
Test,90.66304779052734,90.30689624162167,2024-01-30 05:00:00+00:00,DXCM
Test,90.25997161865234,90.07028992637565,2024-01-29 05:00:00+00:00,DXCM
Test,90.2158203125,89.72509663276594,2024-01-26 05:00:00+00:00,DXCM
Test,89.84803009033203,89.44853652864481,2024-01-25 05:00:00+00:00,DXCM
Test,89.37781524658203,89.02842719370435,2024-01-24 05:00:00+00:00,DXCM
Test,89.01351928710938,88.57695674133436,2024-01-23 05:00:00+00:00,DXCM
Test,88.39576721191406,88.13172116643173,2024-01-22 05:00:00+00:00,DXCM
Test,87.93134307861328,87.61509420114115,2024-01-19 05:00:00+00:00,DXCM
Test,87.34255981445312,87.15794717843261,2024-01-18 05:00:00+00:00,DXCM
Test,86.89869689941406,86.69248969376596,2024-01-17 05:00:00+00:00,DXCM
Test,86.57852935791016,86.28729993460084,2024-01-16 05:00:00+00:00,DXCM
Test,86.36306762695312,85.91080068824667,2024-01-12 05:00:00+00:00,DXCM
Test,85.80555725097656,85.51431267470008,2024-01-11 05:00:00+00:00,DXCM
Test,85.36865997314453,84.9886883763848,2024-01-10 05:00:00+00:00,DXCM
Test,84.72444915771484,84.48926062604444,2024-01-09 05:00:00+00:00,DXCM
Test,83.79987335205078,83.93119138222907,2024-01-08 05:00:00+00:00,DXCM
Test,83.30439758300781,83.37133706836458,2024-01-05 05:00:00+00:00,DXCM
Test,82.9281234741211,82.99160015226546,2024-01-04 05:00:00+00:00,DXCM
Test,82.80120849609375,82.67943337012775,2024-01-03 05:00:00+00:00,DXCM
Test,82.47974395751953,82.41620521494588,2024-01-02 05:00:00+00:00,DXCM
Test,82.06822204589844,82.05807772687842,2023-12-29 05:00:00+00:00,DXCM
Test,81.61209106445312,81.66421198735267,2023-12-28 05:00:00+00:00,DXCM
Train,81.21786499023438,81.2650930433248,2023-12-27 05:00:00+00:00,DXCM
Train,80.70647430419922,80.87732852538885,2023-12-26 05:00:00+00:00,DXCM
Train,80.3161849975586,80.49268171088193,2023-12-22 05:00:00+00:00,DXCM
Train,79.72942352294922,80.1514874926748,2023-12-21 05:00:00+00:00,DXCM
Train,79.86676788330078,79.78648094241878,2023-12-20 05:00:00+00:00,DXCM
Train,79.46611785888672,79.62714768301869,2023-12-19 05:00:00+00:00,DXCM
Train,79.0381088256836,79.24072843482814,2023-12-18 05:00:00+00:00,DXCM
Train,78.67772674560547,78.84931376273633,2023-12-15 05:00:00+00:00,DXCM
Train,78.2196044921875,78.48091183070699,2023-12-14 05:00:00+00:00,DXCM
Train,77.67987823486328,78.0921533981578,2023-12-13 05:00:00+00:00,DXCM
Train,77.37740325927734,77.7283302952957,2023-12-12 05:00:00+00:00,DXCM
Train,77.15231323242188,77.47006086487931,2023-12-11 05:00:00+00:00,DXCM
