Tag,Prediction,Actual,Time,Stock
Prediction,224.58191,239.97000122070312,2024-03-15 04:00:00+00:00,IEX
Prediction,228.56859,241.35000610351562,2024-03-14 04:00:00+00:00,IEX
Test,189.81619262695312,190.32852979460674,2024-03-14 04:00:00+00:00,IEX
Test,189.65966796875,190.14462491186322,2024-03-13 04:00:00+00:00,IEX
Test,189.48696899414062,189.96333924396524,2024-03-12 04:00:00+00:00,IEX
Test,189.3491668701172,189.78126704483878,2024-03-11 04:00:00+00:00,IEX
Test,189.21717834472656,189.60998831986475,2024-03-08 05:00:00+00:00,IEX
Test,189.03160095214844,189.4409400656398,2024-03-07 05:00:00+00:00,IEX
Test,188.8543701171875,189.26983248828301,2024-03-06 05:00:00+00:00,IEX
Test,188.74317932128906,189.1092654385639,2024-03-05 05:00:00+00:00,IEX
Test,188.58445739746094,188.96012196512888,2024-03-04 05:00:00+00:00,IEX
Test,188.3837127685547,188.79375795337103,2024-03-01 05:00:00+00:00,IEX
Test,188.24429321289062,188.61308560563893,2024-02-29 05:00:00+00:00,IEX
Test,188.08888244628906,188.45688679889872,2024-02-28 05:00:00+00:00,IEX
Test,187.9789276123047,188.29406119408685,2024-02-27 05:00:00+00:00,IEX
Test,187.88421630859375,188.134734796257,2024-02-26 05:00:00+00:00,IEX
Test,187.7565155029297,187.97430134407674,2024-02-23 05:00:00+00:00,IEX
Test,187.6233673095703,187.80562109016023,2024-02-22 05:00:00+00:00,IEX
Test,187.47067260742188,187.6498507057047,2024-02-21 05:00:00+00:00,IEX
Test,187.3573760986328,187.50550642776082,2024-02-20 05:00:00+00:00,IEX
Test,187.29917907714844,187.38283847438814,2024-02-16 05:00:00+00:00,IEX
Test,187.19570922851562,187.28058752423547,2024-02-15 05:00:00+00:00,IEX
Test,187.0735626220703,187.17610657652025,2024-02-14 05:00:00+00:00,IEX
Test,187.0258331298828,187.07582808123286,2024-02-13 05:00:00+00:00,IEX
Test,186.93756103515625,186.99535225672858,2024-02-12 05:00:00+00:00,IEX
Test,186.80213928222656,186.8941719439278,2024-02-09 05:00:00+00:00,IEX
Test,186.66261291503906,186.7830949427816,2024-02-08 05:00:00+00:00,IEX
