Tag,Prediction,Actual,Time,Stock
Prediction,56.700283,55.9900016784668,2024-03-15 04:00:00+00:00,WPC
Prediction,56.574177,55.52000045776367,2024-03-14 04:00:00+00:00,WPC
Test,52.11979675292969,50.465145111083984,2024-03-14 04:00:00+00:00,WPC
Test,52.18071746826172,50.54514431205093,2024-03-13 04:00:00+00:00,WPC
Test,52.230472564697266,50.61747157145221,2024-03-12 04:00:00+00:00,WPC
Test,52.322425842285156,50.68449655686323,2024-03-11 04:00:00+00:00,WPC
Test,52.41164016723633,50.74301987554628,2024-03-08 05:00:00+00:00,WPC
Test,52.49119567871094,50.80691465019752,2024-03-07 05:00:00+00:00,WPC
Test,52.590572357177734,50.875439549648476,2024-03-06 05:00:00+00:00,WPC
Test,52.668846130371094,50.94201500385315,2024-03-05 05:00:00+00:00,WPC
Test,52.787723541259766,51.014153136895466,2024-03-04 05:00:00+00:00,WPC
Test,52.88607406616211,51.0817749315714,2024-03-01 05:00:00+00:00,WPC
Test,52.993141174316406,51.15856833982419,2024-02-29 05:00:00+00:00,WPC
Test,53.09502029418945,51.236123939775176,2024-02-28 05:00:00+00:00,WPC
Test,53.15888595581055,51.32046170509808,2024-02-27 05:00:00+00:00,WPC
Test,53.191532135009766,51.41209762728014,2024-02-26 05:00:00+00:00,WPC
Test,53.2975959777832,51.50468988708574,2024-02-23 05:00:00+00:00,WPC
Test,53.38356018066406,51.58755502868455,2024-02-22 05:00:00+00:00,WPC
Test,53.45779800415039,51.66541606974407,2024-02-21 05:00:00+00:00,WPC
Test,53.50088119506836,51.74114254345544,2024-02-20 05:00:00+00:00,WPC
Test,53.56238555908203,51.816818172904185,2024-02-16 05:00:00+00:00,WPC
Test,53.64599609375,51.88876987770307,2024-02-15 05:00:00+00:00,WPC
Test,53.66877746582031,51.96211927710061,2024-02-14 05:00:00+00:00,WPC
Test,53.683895111083984,52.049542242154665,2024-02-13 05:00:00+00:00,WPC
Test,53.67896270751953,52.13708437739751,2024-02-12 05:00:00+00:00,WPC
Test,53.62966537475586,52.21618708041926,2024-02-09 05:00:00+00:00,WPC
Test,53.63783264160156,52.29087290435688,2024-02-08 05:00:00+00:00,WPC
Test,53.6496696472168,52.328875487176354,2024-02-07 05:00:00+00:00,WPC
Test,53.660343170166016,52.371364116073934,2024-02-06 05:00:00+00:00,WPC
Test,53.63063049316406,52.416215482041984,2024-02-05 05:00:00+00:00,WPC
Test,53.61604690551758,52.46809024095935,2024-02-02 05:00:00+00:00,WPC
Test,53.61027526855469,52.504747831786354,2024-02-01 05:00:00+00:00,WPC
Test,53.59041976928711,52.531176605888085,2024-01-31 05:00:00+00:00,WPC
Test,53.57577133178711,52.564956969292446,2024-01-30 05:00:00+00:00,WPC
Test,53.56448745727539,52.595229077029856,2024-01-29 05:00:00+00:00,WPC
Test,53.54313659667969,52.6169509401795,2024-01-26 05:00:00+00:00,WPC
Test,53.51652908325195,52.642880627628394,2024-01-25 05:00:00+00:00,WPC
Test,53.490562438964844,52.6628843020279,2024-01-24 05:00:00+00:00,WPC
Test,53.46794891357422,52.680693388005146,2024-01-23 05:00:00+00:00,WPC
Test,53.44932556152344,52.68544985477861,2024-01-22 05:00:00+00:00,WPC
Test,53.43495559692383,52.692590732013755,2024-01-19 05:00:00+00:00,WPC
Test,53.40959930419922,52.691524687645426,2024-01-18 05:00:00+00:00,WPC
Test,53.37679672241211,52.69558094311602,2024-01-17 05:00:00+00:00,WPC
Test,53.35122299194336,52.69065690320363,2024-01-16 05:00:00+00:00,WPC
Test,53.32918930053711,52.676159620953314,2024-01-12 05:00:00+00:00,WPC
Test,53.30337905883789,52.657968809552074,2024-01-11 05:00:00+00:00,WPC
Test,53.26487731933594,52.64755265088369,2024-01-10 05:00:00+00:00,WPC
Test,53.23429489135742,52.635554804309095,2024-01-09 05:00:00+00:00,WPC
Test,53.22172164916992,52.622663715864995,2024-01-08 05:00:00+00:00,WPC
Test,53.21548843383789,52.60897074697652,2024-01-05 05:00:00+00:00,WPC
Test,53.192466735839844,52.61578853976976,2024-01-04 05:00:00+00:00,WPC
Test,53.16267013549805,52.62469429988707,2024-01-03 05:00:00+00:00,WPC
Test,53.13347625732422,52.63479059900889,2024-01-02 05:00:00+00:00,WPC
Test,53.10087203979492,52.63182163207363,2023-12-29 05:00:00+00:00,WPC
Test,53.078277587890625,52.63923721079261,2023-12-28 05:00:00+00:00,WPC
Train,53.05915451049805,52.637710543368634,2023-12-27 05:00:00+00:00,WPC
Train,53.03600311279297,52.64655285573431,2023-12-26 05:00:00+00:00,WPC
Train,53.009796142578125,52.65525583485368,2023-12-22 05:00:00+00:00,WPC
Train,52.99516677856445,52.67083612305635,2023-12-21 05:00:00+00:00,WPC
Train,52.99136734008789,52.685083602936075,2023-12-20 05:00:00+00:00,WPC
Train,53.00826644897461,52.7076545545418,2023-12-19 05:00:00+00:00,WPC
Train,53.006961822509766,52.7275786858139,2023-12-18 05:00:00+00:00,WPC
Train,52.99802017211914,52.75394214634931,2023-12-15 05:00:00+00:00,WPC
Train,53.02053451538086,52.77167168032489,2023-12-14 05:00:00+00:00,WPC
Train,53.079490661621094,52.78288521939484,2023-12-13 05:00:00+00:00,WPC
Train,53.118289947509766,52.80118140927777,2023-12-12 05:00:00+00:00,WPC
Train,53.17029571533203,52.84388143895141,2023-12-11 05:00:00+00:00,WPC
Train,53.18356704711914,52.882640740715125,2023-12-08 05:00:00+00:00,WPC
Train,53.20211410522461,52.92481290455989,2023-12-07 05:00:00+00:00,WPC
