Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2023-01-03 00:00:00-05:00,129.55584108752768,130.1723899793761,123.47980274291268,124.37480163574219,112117500,0.0,0.0
2023-01-04 00:00:00-05:00,126.18469137284232,127.94485721667097,124.38475454239592,125.65763854980469,89113600,0.0,0.0
2023-01-05 00:00:00-05:00,126.42336093468984,127.0598029671255,124.06653914135347,124.32508850097656,80962700,0.0,0.0
2023-01-06 00:00:00-05:00,125.30957869000086,129.56577961610967,124.19580145068213,128.89950561523438,87754700,0.0,0.0
2023-01-09 00:00:00-05:00,129.74477272599756,132.6684329161195,129.1679948839896,129.42654418945312,70790800,0.0,0.0
2023-01-10 00:00:00-05:00,129.53593772093498,130.53037917021769,127.40783362642888,130.00332641601562,63896200,0.0,0.0
2023-01-11 00:00:00-05:00,130.52046168208338,132.76789426441633,129.73485948450775,132.74801635742188,69458900,0.0,0.0
2023-01-12 00:00:00-05:00,133.13583048297897,133.51370792788612,130.7093908387508,132.66844177246094,71379600,0.0,0.0
2023-01-13 00:00:00-05:00,131.2961043638628,134.17003956785433,130.92816588041575,134.01092529296875,57809700,0.0,0.0
2023-01-17 00:00:00-05:00,134.08057160991203,136.526889610157,133.3844654787031,135.1844024658203,63646600,0.0,0.0
2023-01-18 00:00:00-05:00,136.05948639918992,137.8395299171829,134.2794277072246,134.45843505859375,69672800,0.0,0.0
2023-01-19 00:00:00-05:00,133.33472431498433,135.4926606490315,133.02644986354528,134.5181121826172,58280400,0.0,0.0
2023-01-20 00:00:00-05:00,134.5280379845813,137.25281301702123,133.47393247665096,137.1036376953125,80223600,0.0,0.0
2023-01-23 00:00:00-05:00,137.35226726570644,142.5233756619897,137.13348890244947,140.32565307617188,81760300,0.0,0.0
2023-01-24 00:00:00-05:00,139.530085826483,142.36425019929237,139.52014687401436,141.7377471923828,66435100,0.0,0.0
2023-01-25 00:00:00-05:00,140.10687785096752,141.6383112540922,138.0384374809211,141.0714874267578,65799300,0.0,0.0
2023-01-26 00:00:00-05:00,142.3742031889364,143.44820194639644,141.11125809813043,143.15982055664062,54105100,0.0,0.0
2023-01-27 00:00:00-05:00,142.36425849041646,146.41162778096455,142.2847013441142,145.1188507080078,70555800,0.0,0.0
2023-01-30 00:00:00-05:00,144.15425124057808,144.74096810305164,142.0559789998574,142.20513916015625,64015300,0.0,0.0
2023-01-31 00:00:00-05:00,141.90680243408923,143.5376859264223,141.48913881490347,143.4879608154297,65874500,0.0,0.0
2023-02-01 00:00:00-05:00,143.16975163727773,145.79507673093465,140.53448759071875,144.6216278076172,77663600,0.0,0.0
2023-02-02 00:00:00-05:00,148.07234822729384,150.33967386224688,147.34641010772785,149.981689453125,118339000,0.0,0.0
2023-02-03 00:00:00-05:00,147.207182024485,156.50521662396088,147.0082967484801,153.64122009277344,154357300,0.0,0.0
2023-02-06 00:00:00-05:00,151.72193902835576,152.24899178195957,149.9418803387357,150.8865966796875,69858300,0.0,0.0
2023-02-07 00:00:00-05:00,149.80268459271556,154.36716797344238,149.80268459271556,153.79039001464844,83322600,0.0,0.0
2023-02-08 00:00:00-05:00,153.02465822192065,153.72076421595622,150.32971516233047,151.07554626464844,64120100,0.0,0.0
2023-02-09 00:00:00-05:00,152.92521579525823,153.4721616662803,149.5838916797102,150.03138732910156,56007100,0.0,0.0
2023-02-10 00:00:00-05:00,148.8561615202599,150.72855564951882,148.6171256922703,150.39988708496094,57450700,0.23,0.0
2023-02-13 00:00:00-05:00,150.3401464530594,153.6367713472545,150.31026887131654,153.2284393310547,62199000,0.0,0.0
2023-02-14 00:00:00-05:00,151.5054161644625,153.14875912902346,150.25051215282318,152.5810546875,61707600,0.0,0.0
2023-02-15 00:00:00-05:00,152.49142141204047,154.87176497319618,152.2623548894664,154.70245361328125,65573800,0.0,0.0
2023-02-16 00:00:00-05:00,152.889785137871,155.69839909992692,152.73044311791475,153.0889892578125,68167900,0.0,0.0
2023-02-17 00:00:00-05:00,151.7344963627943,152.38186421688505,150.2405565175307,151.93368530273438,59144100,0.0,0.0
2023-02-21 00:00:00-05:00,149.59317925778595,150.68874126558396,147.81041766016108,147.880126953125,58867200,0.0,0.0
2023-02-22 00:00:00-05:00,148.26853322383934,149.3441716508003,146.56545044567338,148.30838012695312,51011300,0.0,0.0
2023-02-23 00:00:00-05:00,149.48361673544665,149.73260670876726,146.64514015787685,148.79640197753906,48394200,0.0,0.0
2023-02-24 00:00:00-05:00,146.51565692143686,146.59533553460568,145.13127331155462,146.11727905273438,55469600,0.0,0.0
2023-02-27 00:00:00-05:00,147.11324462513485,148.56733757970076,146.85428532301114,147.3223876953125,44998500,0.0,0.0
2023-02-28 00:00:00-05:00,146.4559069516034,148.47770434135202,146.23679455690868,146.814453125,50547000,0.0,0.0
2023-03-01 00:00:00-05:00,146.2368096326375,146.63518755652873,144.42415512550193,144.7229461669922,55479000,0.0,0.0
2023-03-02 00:00:00-05:00,143.79670855060732,146.1172971563114,143.31863681236254,145.32052612304688,52238100,0.0,0.0
2023-03-03 00:00:00-05:00,147.44190459506214,150.49950894207615,146.734781539601,150.41983032226562,70732300,0.0,0.0
2023-03-06 00:00:00-05:00,153.1686797014511,155.66854899478827,152.84002627925415,153.20852661132812,87558000,0.0,0.0
2023-03-07 00:00:00-05:00,153.07904033317436,153.40770893830813,150.51943117994628,150.98753356933594,56182000,0.0,0.0
2023-03-08 00:00:00-05:00,152.19264046327316,152.8499776902654,151.21660394864847,152.2523956298828,47204800,0.0,0.0
2023-03-09 00:00:00-05:00,152.9396000232387,153.91563647138412,149.6230517280108,149.98159790039062,53833600,0.0,0.0
2023-03-10 00:00:00-05:00,149.60313772552362,150.33018417039932,147.01363600256323,147.90003967285156,68572400,0.0,0.0
2023-03-13 00:00:00-04:00,147.2128340178069,152.52130223937368,147.1032778182195,149.86209106445312,84457100,0.0,0.0
