symbol,model_features,train_size,feature_size,train_score,test_score,oot_score,is_oot_stable,unstable_oot_features
TSLA,Close | Cumulative_Returns | Square_Root_Close | Log_Close | Close_Inverse | Moving_Average_3 | Moving_Average_5 | EMA | Short_EMA | Rolling_Mean | Moving_Average_10 | Upper_Band | Moving_Average_15 | Long_EMA | Expanding_Mean,199,15,0.525079817680102,1.4453627481333204,13.864060012488022,False,"['Close', 'Cumulative_Returns', 'Close_Inverse', 'Moving_Average_3', 'Moving_Average_5']"
