symbol,model_features,train_size,feature_size,train_score,test_score,oot_score,is_oot_stable,unstable_oot_features
CEG,Cumulative_Returns | Close | Square_Root_Close | Moving_Average_3 | Log_Close | EMA | Short_EMA | Rolling_Mean | Moving_Average_10 | Moving_Average_15 | Long_EMA | Close_Inverse | Lower_Band | Expanding_Mean,199,14,1.1220584162786447,6.594032027386766,5.416185637820456,True,[]
