symbol,model_features,train_size,feature_size,train_score,test_score,oot_score,is_oot_stable,unstable_oot_features
PAA,Cumulative_Returns | Close | Square_Root_Close | Log_Close | Close_Squared | Moving_Average_3 | Close_Inverse | Moving_Average_5 | EMA | Short_EMA | Rolling_Mean | Moving_Average_10 | Long_EMA | Lower_Band | Moving_Average_15 | Upper_Band | Expanding_Mean,199,17,0.030277844893045216,0.1600774960762488,1.357332752157657,True,[]
