symbol,model_features,train_size,feature_size,train_score,test_score,oot_score,is_oot_stable,unstable_oot_features
MCD,Cumulative_Returns | Close | Square_Root_Close | Close_Squared | Log_Close | Close_Cubed | Close_Inverse | Moving_Average_3 | Moving_Average_5 | EMA | Lower_Band | Rolling_Mean | Moving_Average_10 | Short_EMA | Upper_Band | Moving_Average_15 | Long_EMA | Expanding_Mean,199,18,0.23938101497496614,0.3667773383246767,2.7846609311234616,True,[]
