symbol,model_features,train_size,feature_size,train_score,test_score,oot_score,is_oot_stable,unstable_oot_features
PHM,Close | Cumulative_Returns | Square_Root_Close | Moving_Average_3 | Moving_Average_5 | Close_Squared | Log_Close | EMA | Upper_Band | Short_EMA | Rolling_Mean | Moving_Average_10 | Moving_Average_15 | Lower_Band | Long_EMA | Close_Inverse | Expanding_Mean,199,17,0.2107834391477775,1.0436469783896054,2.079890374155586,True,[]
