symbol,model_features,train_size,feature_size,train_score,test_score,oot_score,is_oot_stable,unstable_oot_features
NET,Close | Cumulative_Returns | Square_Root_Close | Log_Close | Moving_Average_3 | Moving_Average_5 | EMA | Short_EMA | Rolling_Mean | Moving_Average_10 | Long_EMA | Moving_Average_15 | Expanding_Mean,199,13,0.16472802425668748,0.9621183788555251,6.657536700030916,True,[]
