symbol,model_features,train_size,feature_size,train_score,test_score,oot_score,is_oot_stable,unstable_oot_features
DG,Close | Cumulative_Returns | Square_Root_Close | Moving_Average_3 | Log_Close | EMA | Short_EMA | Rolling_Mean | Moving_Average_10 | Close_Inverse | Moving_Average_15 | Long_EMA | Expanding_Mean,199,13,0.5768049143741164,1.4372910434842363,12.543829919656988,True,[]
