symbol,model_features,train_size,feature_size,train_score,test_score,oot_score,is_oot_stable,unstable_oot_features
MDB,Cumulative_Returns | Close | Square_Root_Close | Log_Close | EMA | Short_EMA | Rolling_Mean | Moving_Average_10 | Moving_Average_15 | Long_EMA | Expanding_Mean,199,11,0.9306423816126552,1.4029878130633913,21.543437132083458,False,"['Cumulative_Returns', 'Close']"
