symbol,model_features,train_size,feature_size,train_score,test_score,oot_score,is_oot_stable,unstable_oot_features
ERIE,Close | Cumulative_Returns | Square_Root_Close | Log_Close | EMA | Short_EMA | Rolling_Mean | Moving_Average_10 | Moving_Average_15 | Long_EMA | Lower_Band | Expanding_Mean,199,12,0.5354037949032197,0.7427898600383928,5.364231344948636,True,[]
