symbol,model_features,train_size,feature_size,train_score,test_score,oot_score,is_oot_stable,unstable_oot_features
MMM,Close | Cumulative_Returns | Square_Root_Close | Log_Close | Close_Inverse | Moving_Average_3 | Moving_Average_5 | EMA | Short_EMA | Rolling_Mean | Moving_Average_10 | Lower_Band | Upper_Band | Moving_Average_15 | Long_EMA | Expanding_Mean,199,16,0.10873831556196924,0.05957465043398728,3.2437643768116358,True,[]
