symbol,model_features,train_size,feature_size,train_score,test_score,oot_score,is_oot_stable,unstable_oot_features
AQNB,Close | Cumulative_Returns | Square_Root_Close | Log_Close | Close_Squared | Close_Cubed | Close_Inverse | Moving_Average_3 | Moving_Average_5 | EMA | Short_EMA | Rolling_Mean | Moving_Average_10 | Long_EMA | Upper_Band | Moving_Average_15 | Lower_Band | Expanding_Mean,199,18,0.024658375291832377,0.12967586942237533,0.2424525316462793,True,[]
