symbol,model_features,train_size,feature_size,train_score,test_score,oot_score,is_oot_stable,unstable_oot_features
TVE,Close | Cumulative_Returns | Square_Root_Close | Log_Close | Close_Squared | Close_Inverse | Close_Cubed | Moving_Average_3 | Moving_Average_5 | EMA | Short_EMA | Rolling_Mean | Moving_Average_10 | Upper_Band | Cos_Close | Moving_Average_15 | Long_EMA | Lower_Band | Expanding_Mean,199,19,0.011443401534044126,0.09230351896618372,0.0733385257048402,False,['Cos_Close']
