symbol,model_features,train_size,feature_size,train_score,test_score,oot_score,is_oot_stable,unstable_oot_features
ZG,Cumulative_Returns | Close | Square_Root_Close | Log_Close | Moving_Average_3 | Moving_Average_5 | EMA | Short_EMA | Rolling_Mean | Moving_Average_10 | Moving_Average_15 | Lower_Band | Long_EMA | Expanding_Mean,199,14,0.22808723527569055,0.1308498778554435,6.276151138205287,False,['Lower_Band']
