symbol,model_features,train_size,feature_size,train_score,test_score,oot_score,is_oot_stable,unstable_oot_features
ELV,Cumulative_Returns | Close | Square_Root_Close | Close_Squared | Log_Close | Close_Cubed | Close_Inverse | Moving_Average_3 | Moving_Average_5 | EMA | Short_EMA | Rolling_Mean | Moving_Average_10 | Long_EMA | Upper_Band | Moving_Average_15 | Lower_Band | Expanding_Mean,199,18,0.23769362657828094,0.2489562091501039,26.224009947691403,True,[]
